CLIENTNUM;Attrition_Flag;Customer_Age;Gender;Dependent_count;Education_Level;Marital_Status;Income_Category;Card_Category;Months_on_book;Total_Relationship_Count;Months_Inactive_12_mon;Contacts_Count_12_mon;Credit_Limit;Total_Revolving_Bal;Trans_Amt_Oct12;Trans_Amt_Nov12;Trans_Amt_Dec12;Trans_Amt_Jan13;Trans_Amt_Feb13;Trans_Amt_Mar13;Trans_Count_Oct12;Trans_Count_Nov12;Trans_Count_Dec12;Trans_Count_Jan13;Trans_Count_Feb13;Trans_Count_Mar13
714970458;0;39;F;2;High School;Married;$40K - $60K;Blue;29;6;1;1;9173;2047;266;113;368;731;181;148;10;1;8;7;2;5
719070108;0;44;M;2;Graduate;Married;$80K - $120K;Silver;35;4;1;3;41443;1726;293;379;254;341;227;235;14;13;4;11;4;6
715490733;0;54;F;3;Uneducated;Single;Unknown;Blue;36;5;1;2;11975;1542;269;263;152;164;171;192;12;4;9;4;2;4
714989583;0;46;M;2;Graduate;Married;$60K - $80K;Blue;36;3;2;3;15405;1691;274;412;286;252;335;204;10;17;10;2;2;3
820355433;0;43;M;3;Unknown;Single;$40K - $60K;Blue;38;6;1;1;2615;0;313;353;212;159;247;111;9;9;9;3;2;2
715901508;0;35;M;1;High School;Married;$80K - $120K;Blue;25;6;1;2;23991;2307;281;303;380;433;252;194;11;7;7;7;4;7
710370483;0;39;F;4;College;Married;Less than $40K;Blue;31;4;3;3;1888;1292;274;394;188;180;248;233;9;4;1;8;5;6
778573233;0;61;F;1;Graduate;Married;Less than $40K;Blue;54;3;2;2;3102;2091;325;401;434;379;210;228;10;8;7;9;6;10
708833133;0;40;F;3;Graduate;Divorced;Less than $40K;Blue;29;5;2;2;3170;2651;291;320;270;413;452;281;12;9;6;12;5;5
719885883;0;53;M;3;College;Single;$120K +;Blue;36;6;2;0;46964;1901;311;294;177;254;271;190;10;3;7;9;6;8
712523283;0;55;M;2;Unknown;Married;$120K +;Blue;41;4;3;2;14938;0;292;309;160;146;63;164;10;7;2;9;2;1
711309033;0;41;M;2;Unknown;Single;$60K - $80K;Blue;24;6;2;2;17298;2310;267;549;1170;446;526;705;11;6;19;11;8;10
708134283;0;35;M;2;Uneducated;Married;Less than $40K;Blue;36;4;3;3;3131;629;297;336;215;292;104;239;10;6;3;8;2;2
720147633;0;61;M;1;Unknown;Single;$40K - $60K;Blue;47;3;2;2;11915;1631;314;419;386;445;136;256;13;16;12;11;5;6
708983658;1;51;M;2;Uneducated;Single;$120K +;Blue;39;3;3;1;16868;0;158;124;203;125;179;151;3;4;10;1;3;4
766285608;0;42;M;3;High School;Single;$40K - $60K;Blue;35;4;3;3;3266;1900;282;369;199;715;246;372;12;12;8;13;2;9
779715108;0;46;M;2;Unknown;Divorced;$80K - $120K;Blue;30;3;3;3;2770;1286;314;525;573;387;627;494;18;15;10;10;11;10
798035358;0;46;F;4;High School;Single;Less than $40K;Blue;40;3;2;2;3556;2172;295;308;268;130;111;109;9;8;7;9;3;5
719391783;0;46;M;4;Uneducated;Married;$40K - $60K;Blue;35;3;2;2;9149;1566;329;237;342;377;326;179;9;16;9;11;6;9
809342208;0;26;M;0;Graduate;Single;Unknown;Blue;19;4;1;2;580;0;320;482;560;186;220;237;8;13;11;7;3;5
780713058;0;46;M;3;High School;Married;$60K - $80K;Blue;35;4;3;3;14701;1635;303;1018;836;536;317;480;15;19;11;8;7;9
779338683;0;62;M;1;Graduate;Married;$60K - $80K;Blue;44;5;2;2;14825;962;327;316;439;334;253;235;13;3;16;8;2;7
783387783;0;55;M;2;Uneducated;Divorced;$60K - $80K;Blue;49;4;5;3;10127;1873;323;315;409;172;219;209;8;9;19;9;4;4
787800108;0;55;M;2;College;Married;$80K - $120K;Blue;45;5;1;2;2929;2431;328;220;175;291;689;200;9;9;6;9;2;4
721397808;0;32;M;0;High School;Married;$40K - $60K;Blue;24;5;2;0;3735;1176;301;263;152;411;208;229;12;7;5;9;4;4
778698408;0;37;F;4;Uneducated;Married;Less than $40K;Blue;18;5;1;2;2930;2024;269;285;332;356;118;326;9;4;7;9;2;3
709545333;0;33;F;4;High School;Single;Unknown;Blue;29;6;2;3;12716;1496;279;553;355;510;284;431;15;18;7;11;5;8
716032233;0;42;M;2;College;Married;$80K - $120K;Blue;32;5;2;2;22120;1805;326;631;1456;505;633;430;10;17;12;10;6;10
717835908;0;33;M;2;Post-Graduate;Married;$80K - $120K;Blue;22;3;3;3;1251;681;326;376;372;206;291;1159;8;9;10;6;6;9
719466558;0;60;F;0;High School;Single;Unknown;Blue;36;3;2;2;4546;0;326;209;285;206;174;161;6;9;11;4;2;2
778663458;1;65;M;1;High School;Married;Less than $40K;Blue;47;3;2;1;1759;0;160;221;18;205;112;105;3;9;0;2;2;2
716024808;1;57;M;1;Graduate;Married;$80K - $120K;Blue;36;3;3;3;4829;2418;160;175;251;89;118;145;3;3;9;2;2;2
713008308;0;59;F;0;Unknown;Married;Less than $40K;Blue;47;5;3;2;7692;1678;312;215;241;345;729;19;8;6;14;5;8;1
794831733;0;45;F;5;Graduate;Married;Less than $40K;Blue;39;4;3;2;2156;1208;330;243;284;200;165;123;9;4;4;5;4;2
713854608;0;62;M;1;Uneducated;Married;$60K - $80K;Blue;36;6;3;3;9521;1669;288;434;337;217;892;276;12;17;16;7;6;5
715993608;0;51;M;2;College;Single;$120K +;Blue;41;6;3;2;26714;2528;290;287;382;272;275;180;10;5;14;14;2;5
789368658;0;57;M;2;Graduate;Married;$80K - $120K;Blue;47;6;2;3;2092;1387;323;282;243;221;340;59;13;3;7;3;2;2
802817358;0;38;F;3;High School;Married;Unknown;Blue;32;4;2;1;11594;2072;333;435;402;186;277;687;12;6;14;4;3;12
708098133;0;32;F;0;Graduate;Married;Less than $40K;Blue;19;6;1;0;2834;1418;303;256;91;146;274;528;15;6;1;7;2;8
801499908;0;43;F;4;Graduate;Married;Less than $40K;Blue;37;4;3;2;4724;2056;321;230;315;182;71;113;9;9;2;4;2;5
824770683;0;51;F;0;Unknown;Divorced;Less than $40K;Blue;47;6;4;3;3049;1151;333;1158;1136;329;577;494;15;16;19;11;7;8
718310733;0;50;M;2;Unknown;Divorced;$80K - $120K;Blue;36;4;3;1;20614;0;296;356;346;379;256;289;9;6;15;9;7;2
708162558;0;64;F;0;Uneducated;Married;Unknown;Blue;54;6;1;2;3250;1992;301;220;269;218;180;167;11;5;7;3;3;7
721129383;0;53;F;1;Doctorate;Married;Less than $40K;Blue;36;3;1;2;3128;2703;326;456;610;313;467;189;9;10;4;9;8;2
721249158;1;42;M;2;Uneducated;Single;$60K - $80K;Blue;30;2;2;3;6414;0;160;98;154;130;64;102;2;3;5;2;2;0
721049658;0;53;M;3;Graduate;Single;$80K - $120K;Blue;34;6;3;0;2506;0;272;393;391;311;111;209;14;16;9;10;5;8
806392908;0;52;F;4;High School;Single;Unknown;Blue;47;6;2;3;7469;2338;309;360;172;122;68;181;7;9;9;3;1;4
714886533;0;60;F;2;High School;Married;Less than $40K;Blue;36;4;3;2;3460;2578;319;264;234;236;559;140;8;6;2;9;5;4
772375533;0;30;M;1;Graduate;Married;$80K - $120K;Blue;19;5;3;2;9959;2377;301;285;157;338;261;218;6;7;10;7;5;4
826775058;0;43;F;3;Uneducated;Married;Less than $40K;Blue;39;4;1;2;4175;2601;274;239;467;194;246;100;4;5;16;9;0;2
711878733;0;60;M;1;Uneducated;Married;$60K - $80K;Blue;48;3;1;3;10264;2073;309;341;390;283;169;193;12;3;18;5;4;3
714550383;0;46;M;2;High School;Single;$40K - $60K;Blue;36;4;3;3;4129;0;329;296;231;363;150;309;12;5;3;9;6;5
712636308;0;65;F;2;High School;Married;$40K - $60K;Blue;45;6;2;2;2658;1514;302;334;106;323;453;109;6;5;2;7;4;2
772139433;0;44;F;2;College;Single;$40K - $60K;Blue;33;4;2;3;4589;1240;274;150;458;323;259;173;13;2;17;14;8;7
709058808;0;56;F;2;College;Married;Less than $40K;Blue;36;6;1;2;2781;1035;280;296;364;280;326;161;12;4;3;7;7;9
813240408;0;45;F;4;High School;Married;Unknown;Blue;39;4;3;2;24880;836;302;157;251;183;176;139;6;2;4;6;3;4
767753958;0;37;M;3;Graduate;Unknown;$40K - $60K;Blue;31;6;1;2;8504;1956;319;252;387;427;304;192;12;7;17;8;2;5
710111733;0;48;M;2;High School;Married;$80K - $120K;Blue;39;5;1;3;8091;1996;327;257;242;226;237;71;6;5;6;7;4;0
761544333;0;37;F;4;College;Married;$40K - $60K;Blue;30;4;4;3;3417;2863;307;329;188;329;252;236;9;5;3;9;2;4
788814783;0;39;M;1;Uneducated;Single;$60K - $80K;Blue;22;4;3;3;9204;845;302;461;325;254;208;270;13;9;14;9;6;7
715034358;0;41;M;2;Graduate;Married;$120K +;Blue;32;5;2;3;14302;2097;298;329;443;150;178;107;6;3;13;5;5;3
709624533;0;55;F;2;High School;Married;Less than $40K;Blue;45;5;2;0;3187;2594;315;242;202;238;498;132;11;8;4;7;2;6
709942383;0;34;M;1;Graduate;Married;$80K - $120K;Blue;36;5;3;2;6313;782;291;345;246;440;238;143;7;7;4;7;4;5
803957508;0;52;M;2;Unknown;Single;$80K - $120K;Blue;47;6;1;3;15904;1024;303;333;411;79;225;82;11;5;6;1;4;6
713378133;0;54;F;0;Post-Graduate;Single;Less than $40K;Silver;39;6;2;3;11696;2288;286;582;371;326;504;376;10;14;10;11;8;7
709217358;0;40;M;3;Post-Graduate;Married;$80K - $120K;Blue;36;5;3;2;20371;1832;336;299;238;409;213;170;18;3;4;9;9;2
720998358;0;52;M;0;High School;Married;$120K +;Silver;41;3;3;1;71798;1043;316;114;523;209;172;155;9;2;17;4;2;4
721051908;0;45;M;3;Graduate;Single;$60K - $80K;Blue;33;3;1;3;7552;0;279;282;391;215;145;81;7;3;12;6;2;2
715232058;0;61;M;0;Post-Graduate;Married;$40K - $60K;Blue;53;5;1;2;5561;1434;284;315;152;381;552;136;9;10;4;7;7;5
806250783;0;57;F;2;High School;Married;Less than $40K;Blue;52;6;3;2;1441;0;286;335;539;366;883;333;15;2;16;10;6;9
817245183;0;51;M;2;Unknown;Unknown;$120K +;Blue;33;6;2;2;19715;1014;302;263;247;734;239;194;12;6;6;9;4;3
713670333;0;60;M;1;Unknown;Single;Less than $40K;Blue;52;5;3;2;2486;1464;279;336;181;175;231;176;14;0;5;1;0;7
826477083;0;48;F;2;College;Married;Less than $40K;Blue;44;5;1;3;4570;2439;279;189;430;182;179;261;8;3;9;9;3;2
788728608;0;34;M;0;High School;Married;$40K - $60K;Blue;13;3;3;2;3870;1394;329;184;356;329;155;235;8;2;11;6;4;5
717190533;0;49;M;4;High School;Married;$60K - $80K;Blue;36;6;3;2;12938;661;317;273;153;154;175;210;9;6;3;7;4;3
716580033;0;53;M;3;High School;Married;$120K +;Blue;36;3;1;3;21178;1796;317;340;201;240;548;226;10;9;9;14;9;8
711644508;0;34;M;2;Uneducated;Single;$80K - $120K;Blue;36;3;2;0;12182;1136;283;573;453;330;286;370;18;14;10;10;2;9
714334383;0;54;M;2;Graduate;Married;$60K - $80K;Blue;42;6;2;0;3583;0;320;190;0;224;185;146;9;2;0;11;2;4
720611058;0;40;M;3;Graduate;Single;$120K +;Blue;27;4;2;3;17018;0;290;256;371;236;182;215;11;2;16;10;6;2
712420833;0;49;F;5;College;Single;Unknown;Blue;41;6;3;2;16031;2245;305;297;332;302;56;235;14;9;16;9;1;8
713845083;1;41;F;4;High School;Single;Less than $40K;Blue;36;6;2;3;4203;3919;163;364;314;173;237;238;7;11;10;5;4;6
713756508;0;46;M;3;Graduate;Divorced;Less than $40K;Blue;36;5;1;3;4213;997;303;243;212;170;206;130;11;3;4;7;2;3
735565158;0;46;M;4;Graduate;Married;$60K - $80K;Blue;33;6;2;2;21548;1180;298;329;414;193;168;180;4;3;16;8;2;5
714131058;0;30;M;0;Graduate;Unknown;$60K - $80K;Blue;36;3;5;3;18513;2623;339;309;380;195;174;170;9;2;6;7;4;5
717180633;0;59;M;1;Post-Graduate;Married;$40K - $60K;Blue;36;4;2;2;2483;1372;314;266;65;238;628;193;9;14;1;7;2;2
717295683;0;50;M;0;Doctorate;Single;$80K - $120K;Blue;38;5;2;2;3460;1881;284;372;297;371;105;117;9;3;5;7;5;6
713128833;0;49;M;2;Unknown;Unknown;$60K - $80K;Blue;36;5;3;2;6511;1790;337;442;279;198;115;107;13;12;5;3;2;3
813499458;1;45;M;5;High School;Unknown;$60K - $80K;Blue;40;3;3;1;1371;0;164;317;475;336;336;504;6;9;13;0;0;3
710070183;0;53;F;1;High School;Single;Less than $40K;Blue;36;3;2;2;2615;1772;307;207;367;191;265;82;9;9;10;8;1;1
789605658;0;42;F;1;Doctorate;Married;$40K - $60K;Blue;35;4;3;2;2985;2355;282;236;147;238;57;105;7;3;7;7;0;3
710045058;0;46;M;5;High School;Married;$40K - $60K;Silver;28;5;1;3;18797;2158;335;256;352;136;139;146;8;7;11;7;5;2
710164683;0;33;M;1;Graduate;Married;$60K - $80K;Blue;22;3;1;3;2859;2705;303;333;361;227;267;756;9;4;9;4;3;7
710802258;0;46;F;2;Graduate;Married;Less than $40K;Blue;38;4;3;0;2888;2245;288;173;166;129;227;128;9;2;8;2;2;3
721036233;0;61;M;0;High School;Married;$60K - $80K;Blue;36;4;3;3;9172;1567;313;197;239;231;761;95;9;8;7;8;8;2
710036508;0;42;M;5;Uneducated;Married;$40K - $60K;Blue;34;5;3;2;14281;1519;293;403;231;199;0;38;11;8;4;10;0;2
717776808;0;47;F;4;Graduate;Single;Less than $40K;Blue;39;3;2;3;7353;1450;329;279;545;271;326;255;9;10;18;6;3;8
714906033;0;47;F;2;Graduate;Single;Less than $40K;Blue;36;6;2;2;5145;0;322;338;278;277;253;120;9;3;6;9;6;2
714273708;0;53;F;4;Graduate;Married;$40K - $60K;Blue;36;3;2;3;4753;2472;309;373;304;338;611;307;11;14;2;10;7;5
721117533;0;46;F;3;Graduate;Single;Less than $40K;Blue;26;3;3;3;2171;1418;279;242;419;225;84;166;9;6;17;8;2;3
715374558;0;26;M;0;College;Divorced;Less than $40K;Blue;36;5;2;3;4150;456;297;470;401;501;526;288;17;13;18;12;7;7
824807658;0;45;M;3;Graduate;Married;$60K - $80K;Blue;41;6;3;3;9106;2477;343;261;214;153;95;173;5;7;7;8;2;4
714940608;0;36;M;2;High School;Divorced;$40K - $60K;Blue;36;3;3;2;2686;1733;297;598;311;283;208;360;15;12;4;9;9;4
824782008;0;42;M;3;High School;Unknown;$60K - $80K;Blue;38;5;1;2;10239;510;292;425;197;155;68;91;7;5;5;7;1;1
717561108;0;52;M;1;Graduate;Married;$80K - $120K;Blue;36;4;3;2;38336;549;331;369;215;193;289;232;7;9;2;6;1;7
717127083;0;37;M;3;Graduate;Married;$120K +;Blue;25;3;3;0;15017;1733;338;399;533;308;307;191;9;12;18;11;4;4
772460508;0;53;M;1;Uneducated;Married;$40K - $60K;Blue;43;3;1;2;4426;1530;290;220;301;201;141;78;9;14;5;2;2;2
720484908;0;65;F;1;Post-Graduate;Married;$40K - $60K;Blue;52;5;3;3;2155;0;331;251;101;318;469;185;9;1;2;7;4;4
771237933;0;47;M;1;Uneducated;Unknown;$80K - $120K;Blue;34;4;1;3;20620;1085;313;142;194;544;96;188;6;3;6;4;1;3
794664183;0;38;M;0;Uneducated;Married;$60K - $80K;Blue;19;3;1;3;3238;2146;285;228;384;226;185;193;9;8;10;8;6;4
797488158;0;52;M;2;High School;Married;$60K - $80K;Blue;46;5;3;0;14316;1081;301;394;91;120;178;229;12;9;1;6;2;6
708543258;0;36;M;3;High School;Married;$80K - $120K;Blue;36;5;3;2;2607;1880;286;325;219;288;197;730;8;7;5;7;5;7
778706508;0;43;M;4;College;Married;$60K - $80K;Blue;24;3;5;4;6231;0;314;226;165;242;268;233;9;3;4;8;2;4
712240083;1;38;F;3;Unknown;Single;Less than $40K;Blue;30;6;2;2;3730;3380;166;98;199;130;159;106;5;3;7;1;4;2
713650683;0;65;F;0;Graduate;Married;Less than $40K;Blue;56;4;1;4;3094;2266;309;273;341;257;246;165;9;10;9;7;0;2
772532208;1;51;F;2;Doctorate;Married;Less than $40K;Blue;41;2;2;3;6630;916;166;112;159;161;71;173;3;4;9;4;3;1
778929783;1;40;M;3;Graduate;Divorced;$80K - $120K;Blue;22;2;2;3;1925;0;166;174;127;125;80;109;8;3;5;3;4;5
714244383;0;39;M;3;College;Unknown;$80K - $120K;Blue;36;4;2;3;33406;1692;297;315;70;236;230;381;8;7;1;5;5;4
718797558;0;39;F;1;Graduate;Married;Unknown;Blue;30;3;2;3;2917;1357;312;424;198;193;286;1009;10;17;5;3;2;9
712821333;0;60;M;0;Uneducated;Married;$60K - $80K;Blue;47;3;3;3;9452;2597;289;433;333;172;339;259;13;12;6;10;4;5
721120008;0;43;F;2;Uneducated;Single;$40K - $60K;Blue;29;6;3;2;2162;1377;325;319;328;106;303;174;8;4;5;1;7;4
709633533;0;31;M;2;Uneducated;Married;Less than $40K;Blue;18;3;2;4;1120;0;292;276;521;280;504;916;12;3;9;9;8;9
710789058;0;55;M;1;Graduate;Single;$120K +;Blue;42;4;2;3;43889;1478;315;214;136;149;324;170;10;8;11;7;2;3
716174433;0;65;F;1;College;Married;Less than $40K;Blue;54;3;3;3;2888;1134;339;303;362;371;910;204;10;15;6;9;7;7
789886533;0;54;F;1;High School;Married;Less than $40K;Blue;44;3;3;3;3947;1746;290;341;120;175;132;52;8;5;2;5;0;1
715210308;0;40;F;1;High School;Married;Unknown;Blue;31;3;3;4;15970;1212;314;232;271;125;234;84;7;4;10;5;5;1
721038408;0;38;F;2;High School;Married;Less than $40K;Blue;27;4;1;2;1830;0;288;357;358;298;185;255;9;2;15;8;5;4
713325108;0;36;M;2;Post-Graduate;Married;$60K - $80K;Blue;29;5;3;3;7712;2798;335;337;429;233;297;214;10;2;11;7;3;7
720352533;0;43;M;3;High School;Unknown;$60K - $80K;Blue;36;5;3;3;20811;1425;291;289;493;217;85;108;9;5;11;9;1;3
708431433;0;41;M;3;Graduate;Married;$120K +;Blue;31;3;3;2;11789;1420;294;303;285;136;303;142;7;4;8;7;0;6
716996583;0;50;M;3;High School;Divorced;$120K +;Blue;37;3;1;2;3073;1792;304;192;330;380;260;268;11;2;3;10;6;3
718699683;0;48;M;3;College;Married;$80K - $120K;Silver;36;6;2;2;47014;0;345;302;378;305;231;172;10;9;14;11;6;4
771359958;0;39;M;4;Unknown;Single;$120K +;Silver;26;6;2;2;73878;2713;335;197;363;248;291;255;8;9;3;9;4;9
716604633;0;55;F;2;Post-Graduate;Married;$40K - $60K;Blue;46;6;2;2;6725;2025;348;305;510;267;315;120;13;6;11;11;4;8
813952233;0;44;M;3;Graduate;Unknown;Less than $40K;Blue;39;5;2;4;2978;2134;315;384;196;223;185;110;8;16;9;4;4;5
713053383;1;42;M;3;Graduate;Married;$80K - $120K;Blue;36;1;1;3;35367;781;168;145;160;129;86;165;1;7;3;0;0;1
709979583;0;54;M;3;Graduate;Married;$120K +;Blue;46;3;1;3;41346;854;341;263;433;295;524;143;11;9;10;9;9;6
709380333;0;57;M;1;Uneducated;Married;$120K +;Blue;36;6;2;3;24545;1735;289;295;420;182;235;250;7;6;17;4;4;7
778574283;0;53;F;1;Uneducated;Married;$40K - $60K;Blue;46;5;2;3;627;0;339;410;466;282;355;266;14;17;13;8;5;7
789875883;0;41;F;4;Uneducated;Single;Less than $40K;Blue;31;5;1;2;2490;627;333;369;332;115;147;95;11;17;5;4;4;4
714661233;0;39;M;1;Graduate;Single;$120K +;Blue;24;6;2;4;10074;2681;323;284;370;302;184;266;17;4;6;9;9;7
813915933;0;45;M;2;Graduate;Divorced;$40K - $60K;Blue;40;3;3;2;2259;954;287;317;218;157;91;323;8;9;2;7;4;5
708358683;0;46;M;2;Graduate;Married;$80K - $120K;Silver;35;6;3;2;40815;1236;326;338;411;177;206;207;9;4;11;8;6;2
824761458;0;54;M;2;High School;Married;$80K - $120K;Blue;50;4;2;3;9519;1936;285;470;535;376;519;304;14;8;9;13;11;7
715362183;0;40;F;4;Graduate;Married;Unknown;Blue;36;3;1;2;3706;1043;305;340;575;255;90;123;5;3;16;5;4;5
721194858;0;48;M;4;Graduate;Unknown;$80K - $120K;Blue;40;6;2;2;4438;2472;329;226;466;359;92;253;16;8;13;14;4;5
803595858;1;56;F;3;High School;Married;$40K - $60K;Blue;51;5;2;1;695;0;168;96;108;147;21;54;3;1;5;2;0;3
716198358;0;33;F;4;Post-Graduate;Married;$40K - $60K;Blue;36;4;2;3;2372;1887;327;390;312;418;129;276;6;16;12;10;4;7
714173808;0;44;F;4;Graduate;Single;Less than $40K;Blue;34;5;1;2;4214;1249;301;260;340;292;57;139;12;4;7;6;1;4
709465758;0;62;F;1;Post-Graduate;Married;Less than $40K;Blue;53;3;1;3;907;0;298;218;15;168;165;38;12;10;0;5;2;2
714081558;0;33;F;0;Graduate;Married;Unknown;Blue;36;4;2;4;2613;1599;327;292;174;158;245;191;9;5;4;7;2;4
717364458;0;36;F;3;High School;Married;Less than $40K;Blue;26;6;1;4;4331;1445;343;324;325;149;282;630;7;3;2;7;3;11
778755858;0;46;M;3;Graduate;Unknown;$80K - $120K;Blue;27;5;1;3;3665;1725;340;379;539;267;133;223;11;12;11;9;8;4
710754933;1;61;F;0;Graduate;Married;Less than $40K;Blue;49;6;2;3;1144;0;169;116;148;123;174;110;5;3;3;3;3;3
720007383;1;41;F;2;Unknown;Single;Unknown;Blue;28;2;1;3;4411;40345;169;98;137;164;93;142;2;1;5;4;3;0
810220833;0;42;M;4;Graduate;Unknown;$40K - $60K;Silver;37;3;6;2;15871;2086;338;181;376;305;142;220;9;2;11;13;2;6
718362783;1;35;M;2;Graduate;Married;$80K - $120K;Blue;27;3;2;3;12643;0;169;152;244;117;20;85;4;3;11;3;0;0
708267858;0;65;F;0;High School;Married;$40K - $60K;Blue;36;5;2;3;6088;2145;296;305;284;247;671;295;18;6;6;10;4;8
708856983;1;36;M;3;Post-Graduate;Married;$120K +;Blue;27;2;1;2;13873;0;169;140;254;87;37;7;1;3;10;3;1;0
715588908;0;42;F;4;Graduate;Single;Less than $40K;Blue;32;3;2;3;6158;0;289;357;653;565;717;551;13;10;14;10;8;11
772674933;0;51;M;1;Uneducated;Married;$80K - $120K;Blue;41;5;3;3;5638;808;312;346;485;336;279;278;15;4;12;13;4;2
720148983;0;54;F;1;Uneducated;Married;Less than $40K;Blue;40;5;2;4;2178;1144;286;189;192;156;664;237;9;7;7;9;8;7
720650208;0;40;F;3;College;Unknown;$40K - $60K;Blue;22;3;3;3;12588;2005;341;258;183;215;349;215;9;3;1;7;4;2
769732233;0;40;M;5;Graduate;Married;$80K - $120K;Blue;34;6;2;4;11942;1651;313;169;197;66;183;157;12;3;9;0;3;2
713030958;0;57;F;2;College;Married;Less than $40K;Blue;44;6;3;2;3914;0;300;556;433;306;181;188;6;11;13;9;8;7
711320508;0;57;M;4;Graduate;Married;$80K - $120K;Blue;49;4;2;4;3038;1410;316;314;442;166;133;391;10;4;6;8;2;4
795795408;0;53;M;2;Uneducated;Married;$40K - $60K;Blue;47;3;1;3;5579;1423;326;356;325;193;177;137;9;9;4;9;7;9
717904383;0;40;M;2;Graduate;Married;$80K - $120K;Blue;31;5;1;2;18693;2052;336;245;430;163;232;110;7;3;17;9;6;2
714115533;0;28;M;0;Graduate;Married;Less than $40K;Blue;18;5;1;3;2943;1789;308;279;554;222;251;977;12;2;15;11;5;10
712475733;0;38;F;3;High School;Married;Less than $40K;Blue;28;4;2;3;2435;1888;290;373;298;297;288;301;9;7;7;7;4;5
718996758;0;37;F;2;Graduate;Married;Less than $40K;Blue;30;5;2;2;2077;1392;324;190;124;334;395;262;9;3;4;8;5;7
713049933;0;65;F;1;High School;Married;Unknown;Blue;36;5;2;2;5756;0;303;415;330;225;686;185;12;8;7;9;4;4
709961958;1;58;F;4;High School;Divorced;Unknown;Blue;45;4;1;1;21065;3296;170;118;288;195;143;146;6;9;9;3;2;3
718301508;0;41;M;2;High School;Married;$60K - $80K;Blue;30;6;3;2;9428;1765;295;327;296;205;240;94;10;6;11;9;4;3
714831033;0;54;M;5;Graduate;Married;$80K - $120K;Blue;47;4;1;3;6065;1728;311;171;304;122;121;85;9;2;5;7;2;2
710653158;0;39;F;4;Graduate;Married;Unknown;Blue;21;6;1;4;5024;1613;319;401;375;353;236;241;7;13;4;7;2;7
721265883;0;26;M;1;Graduate;Single;Less than $40K;Blue;13;3;3;2;2174;1514;353;625;584;460;306;182;7;13;14;4;2;4
715049583;0;60;M;1;Unknown;Married;$60K - $80K;Blue;54;5;3;3;3398;2341;353;154;175;159;65;263;10;3;9;6;0;3
715394883;0;35;F;2;High School;Married;Unknown;Blue;36;3;2;4;4319;1151;335;402;425;190;265;235;8;15;10;8;4;2
773448558;0;46;M;3;Graduate;Divorced;$80K - $120K;Blue;40;6;3;3;3673;2292;296;439;33;220;98;171;8;14;0;7;2;3
717249783;0;47;M;4;Unknown;Unknown;$60K - $80K;Blue;39;5;2;2;1815;740;327;219;363;355;270;397;12;10;17;11;5;12
708344358;0;53;F;3;High School;Married;Unknown;Blue;45;5;1;3;2495;1354;291;310;207;182;107;214;10;8;3;4;2;4
712003083;0;55;M;1;Graduate;Married;$80K - $120K;Blue;36;3;2;4;38190;2102;315;143;385;259;380;130;6;2;11;7;5;2
754282908;0;50;F;1;Post-Graduate;Married;Less than $40K;Blue;43;3;1;3;3368;844;333;366;401;366;315;241;10;7;18;11;9;4
717412608;1;38;F;2;High School;Married;$40K - $60K;Blue;28;3;2;2;7225;0;171;156;193;80;54;84;4;4;5;2;1;0
719412258;0;39;F;3;Graduate;Single;Less than $40K;Blue;30;5;3;4;5202;815;344;242;153;408;119;292;12;9;6;11;2;8
788675658;0;39;F;2;Unknown;Single;Less than $40K;Blue;29;6;2;4;1923;845;337;302;413;154;323;141;8;4;10;7;2;6
717683583;0;39;M;3;High School;Single;$60K - $80K;Blue;36;4;2;3;6929;1691;295;286;324;143;232;108;5;4;5;8;5;0
820584408;0;49;F;3;Graduate;Single;Less than $40K;Blue;44;3;3;2;4364;1507;300;266;113;284;213;216;11;3;2;14;4;4
719392833;0;45;F;3;Graduate;Married;Less than $40K;Blue;38;3;3;2;2400;1613;313;328;164;143;163;200;8;7;9;4;4;2
718595583;0;55;M;3;Graduate;Married;$80K - $120K;Blue;36;3;2;3;25878;1733;305;385;546;221;225;95;11;10;8;11;7;7
778508883;0;44;M;5;Graduate;Married;$120K +;Blue;24;4;1;4;11876;1926;313;213;379;225;148;89;6;8;5;9;3;2
715511658;0;49;F;5;Post-Graduate;Unknown;$40K - $60K;Blue;39;3;1;4;4568;0;300;336;87;462;114;132;9;6;1;7;2;2
711999783;0;41;M;3;Uneducated;Married;$80K - $120K;Blue;31;4;2;2;4740;1348;324;288;343;167;22;262;7;2;6;4;0;4
753856008;0;49;F;2;Unknown;Unknown;$40K - $60K;Blue;42;6;1;4;4949;1495;327;553;1128;665;618;306;12;13;13;9;8;9
789920883;0;45;F;3;Graduate;Single;Unknown;Blue;36;3;3;4;11189;2640;306;135;532;646;837;503;11;3;12;11;12;9
788677533;0;44;M;4;Unknown;Married;$120K +;Blue;31;4;3;4;56944;1197;333;318;304;343;183;113;14;3;3;13;4;6
716284308;0;65;M;2;Graduate;Married;Unknown;Blue;55;3;2;2;6099;2175;304;222;308;208;166;111;9;10;3;5;4;3
712120608;1;35;M;3;College;Married;$80K - $120K;Blue;27;3;2;3;3575;1884;172;146;304;129;79;31;3;1;2;3;6;0
715482483;0;26;M;0;High School;Single;Unknown;Blue;36;5;2;3;3184;1421;331;577;408;247;362;328;9;19;13;6;8;4
